Filename,Class
0c615fcd-eab0-4c8c-a517-b67e54f829a6.jpg,Small bowel_terminal ileum
35c705fa-ed44-4ea8-b2f9-d07ca1dba648.jpg,Small bowel_terminal ileum
263ea0b2-b561-41db-9ac0-891f0e6e8e3b.jpg,Small bowel_terminal ileum
06e952ab-9143-47cd-8426-759a3f2517c8.jpg,Small bowel_terminal ileum
1992cda8-fd16-4c96-a5a0-eaba6b8a8ef4.jpg,Small bowel_terminal ileum
0648412e-8977-40f5-a44d-2fd813010f4a.jpg,Small bowel_terminal ileum
332eda6a-643a-4744-baa4-96ff22b50b9b.jpg,Small bowel_terminal ileum
05a51b65-57e8-4a0b-be8d-b28d6b9d723b.jpg,Small bowel_terminal ileum
58399652-1a04-41c5-9593-1a6cb08f596d.jpg,Small bowel_terminal ileum
0e063f1e-e15d-497e-990f-68ab7d31451b.jpg,Small bowel_terminal ileum
1872ed4d-8b5d-4400-aa17-8467b30d0c96.jpg,Small bowel_terminal ileum
040aaa3a-ed04-415d-83fe-45fc86389ae5.jpg,Small bowel_terminal ileum
0e15662b-eebc-44cf-a2e6-cc2533608606.jpg,Small bowel_terminal ileum
0e75dceb-d4b0-4367-8454-10bf66fe4c20.jpg,Small bowel_terminal ileum
0e88fbde-8c0e-4d24-90a5-cf1949d8d0db.jpg,Small bowel_terminal ileum
2af93f2b-fd22-4739-9708-c1c2576cea64.jpg,Small bowel_terminal ileum
0be05a91-9b2a-41d1-a0f7-643d2a1b03c2.jpg,Small bowel_terminal ileum
3b7dd2fc-3106-46e8-89fc-bde1cf92db5e.jpg,Small bowel_terminal ileum
0ed65959-6278-4c83-9c7d-5ac0ab2b9487.jpg,Small bowel_terminal ileum
0eacf75c-9f4c-4643-86b2-df9957939e17.jpg,Small bowel_terminal ileum
10f7f0cc-e7e1-40bd-8898-3ace1a907e27.jpg,Small bowel_terminal ileum
078130f5-e4c6-4686-917e-8383aa72c8f1.jpg,Small bowel_terminal ileum
0bde6023-fb19-4479-afa4-ffbf85b018ff.jpg,Small bowel_terminal ileum
02501026-b160-41d6-9c99-a2212546a2fc.jpg,Small bowel_terminal ileum
0a2b36a9-1646-4d8b-be03-76ceca58f841.jpg,Small bowel_terminal ileum
1a04f488-232a-4665-a662-b13ca4dbb5fc.jpg,Small bowel_terminal ileum
06c83060-444e-49c5-815b-76713d40acca.jpg,Small bowel_terminal ileum
1211897a-5c30-42e0-8c8e-2f3006f93ab1.jpg,Small bowel_terminal ileum
007d0f55-6757-4c8e-8263-a9b0f22a8bef.jpg,Small bowel_terminal ileum
uAAYG-bY.jpg,Small bowel_terminal ileum
18533ae0-b75a-4139-ae72-dbfde3d6e91f.jpg,Small bowel_terminal ileum
18df887c-9952-478f-bb3e-dfe02eba2181.jpg,Small bowel_terminal ileum
339e072f-2796-494b-95a2-29bdf9090f2f.jpg,Small bowel_terminal ileum
3b5798f1-b201-4f89-8ce7-37a2962122f5.jpg,Small bowel_terminal ileum
07eb39b0-6348-4e98-b089-ff85fac722e7.jpg,Small bowel_terminal ileum
54716700-a521-4555-89bd-760368569820.jpg,Small bowel_terminal ileum
0d2f6278-e0cf-47dc-b96f-8e910ee279ea.jpg,Small bowel_terminal ileum
2a90ed4a-09aa-4055-867a-bfaec88999f3.jpg,Small bowel_terminal ileum
1828c861-b72e-4c37-b3f6-89047b446b62.jpg,Small bowel_terminal ileum
1a405418-05f1-4b98-a3aa-b361b6c43ae9.jpg,Small bowel_terminal ileum
10c5b799-6956-4ce5-9579-e78aa04e0f4c.jpg,Small bowel_terminal ileum
03a41b33-2124-4a97-892f-c1d52f3fc112.jpg,Small bowel_terminal ileum
07fd2449-9439-4990-8230-b85251c18e95.jpg,Small bowel_terminal ileum
7kOGXWAU.jpg,Small bowel_terminal ileum
0f95750d-0ddf-490c-a578-aec1c2ca5a56.jpg,Small bowel_terminal ileum
0b44810b-6650-4964-8aaf-452ba302d2e4.jpg,Small bowel_terminal ileum
1aa093ce-3c9d-4d67-a28a-a002f70f2d6e.jpg,Small bowel_terminal ileum
18ee8947-25b2-4bea-98b2-c94843f698ee.jpg,Small bowel_terminal ileum
00291aca-b044-4b82-9a05-89e8779eaae1.jpg,Small bowel_terminal ileum
1dd022cc-ee6e-4e03-a4d4-a108af2e29ef.jpg,Small bowel_terminal ileum
2c08f99e-cdb0-4104-a344-c0642b9654e2.jpg,Small bowel_terminal ileum
113cf67b-3b2e-4209-acc7-df81e76d344b.jpg,Small bowel_terminal ileum
0e8aab1f-494f-47e4-9f3f-cb806a73d034.jpg,Small bowel_terminal ileum
8db59ea7-27af-43be-89ae-9b5a0a2bac65.jpg,Small bowel_terminal ileum
0f157e29-9456-4500-b30f-45205e3af353.jpg,Small bowel_terminal ileum
067739a6-d445-47c5-8d5e-3b7503789817.jpg,Small bowel_terminal ileum
1a3e5721-7236-4d4f-b775-4b18890806cc.jpg,Small bowel_terminal ileum
01b4851c-b568-49a1-bd13-0b930dfd7cbd.jpg,Small bowel_terminal ileum
21281aaa-ff72-43e3-81f4-5c1ee73f60fc.jpg,Small bowel_terminal ileum
30606741-f945-4fb0-85c2-8adb01fa632d.jpg,Small bowel_terminal ileum
01a102e1-3f88-4b37-9602-0dbd9390be02.jpg,Small bowel_terminal ileum
0f67776e-ce59-4770-8220-d7b40feaeed1.jpg,Small bowel_terminal ileum
02c37d5b-741f-47b5-b576-08af09040955.jpg,Small bowel_terminal ileum
0d198566-cca6-4fc1-83d3-2ada85958578.jpg,Small bowel_terminal ileum
0abb8303-bd34-42b4-9acd-69974b244bd7.jpg,Small bowel_terminal ileum
04447576-4c6a-45c3-8f68-b2aa97ee0484.jpg,Small bowel_terminal ileum
3c2f7d10-5808-4d4f-95a5-bb635fbcb4b1.jpg,Small bowel_terminal ileum
2bcf9b22-5431-4a16-a3b3-bf655e5d264f.jpg,Small bowel_terminal ileum
14a75aa5-b91a-48ca-b2ce-6acbf4bbb660.jpg,Small bowel_terminal ileum
0ec237f9-0482-44e4-988f-8e909600cc69.jpg,Small bowel_terminal ileum
048bfdf8-bbd6-4d22-bf2b-28f79e260260.jpg,Small bowel_terminal ileum
06fde193-cc01-4b3b-9bbe-1ca78f887cb4.jpg,Small bowel_terminal ileum
0702d325-be15-4e4f-9e81-ea95f2436ac1.jpg,Small bowel_terminal ileum
edf16554-4314-4395-8c57-0ecb1e01ffe5.jpg,Small bowel_terminal ileum
0dba9d6a-93cc-424a-a914-02c7b559087c.jpg,Small bowel_terminal ileum
0a91f3c8-c4fa-4137-8e5e-dbba78ab0efc.jpg,Small bowel_terminal ileum
2a473b02-8631-46e9-8f89-c7d5fd152320.jpg,Small bowel_terminal ileum
61038798-4226-4f38-9b8f-e929c4140875.jpg,Small bowel_terminal ileum
04bec131-1cb6-411f-9052-2d22aa7ae960.jpg,Small bowel_terminal ileum
34a04bd4-e864-4091-a412-0a269360682a.jpg,Small bowel_terminal ileum
30114826-3fb8-4546-91bb-d302523e7ade.jpg,Small bowel_terminal ileum
02e52544-83c2-47e6-831c-377965f358d2.jpg,Small bowel_terminal ileum
1426489c-43ce-4660-8ebb-db2e0f544a91.jpg,Small bowel_terminal ileum
0c5ac560-fbf0-4f8f-ae34-45787c2433ff.jpg,Small bowel_terminal ileum
1a27c854-825d-4b6e-95b9-db0bc56d20b1.jpg,Small bowel_terminal ileum
09a04212-342f-4bd3-bcc1-8c1cedffca02.jpg,Small bowel_terminal ileum
02ea480b-5508-4e62-8182-142c24647ad5.jpg,Small bowel_terminal ileum
0f3809b4-2532-4fce-9977-6f5df57d542c.jpg,Small bowel_terminal ileum
05b4a27d-ed29-40c0-b2f1-59e6556bd020.jpg,Small bowel_terminal ileum
1a7d8c46-34c2-4d2a-8089-696e163c4e94.jpg,Small bowel_terminal ileum
0513ddb8-b780-40de-ad8c-098906383624.jpg,Small bowel_terminal ileum
0e52af83-f225-4c9a-9c1f-8654297dcfdd.jpg,Small bowel_terminal ileum
19662479-c0f6-4f75-a2d6-ef729f0acb27.jpg,Small bowel_terminal ileum
2ba25133-ed8b-46f1-bc18-49e9dd81bfd7.jpg,Small bowel_terminal ileum
09c078d0-4660-4527-8814-8a8f835870d4.jpg,Small bowel_terminal ileum
1aa02cc7-6142-4a5e-96c3-cccf0725ecd6.jpg,Small bowel_terminal ileum
0dc3618e-7c3a-454b-a36d-e9efccb1b5ee.jpg,Small bowel_terminal ileum
0ff0f5da-32bd-42bc-a758-5e0252bea6e1.jpg,Small bowel_terminal ileum
059b4657-0bd1-4bf8-a6e4-3cd29e28a31e.jpg,Small bowel_terminal ileum
0c77f1f8-bb5d-4de0-abf5-94a0061ce84c.jpg,Small bowel_terminal ileum
1e49919c-3cc8-4fb3-9158-6f3afd7dc1cb.jpg,Small bowel_terminal ileum
08aad5a1-4808-4cd1-967d-09840b612924.jpg,Small bowel_terminal ileum
10902318-5db6-4b0f-a6ef-76a180a58b81.jpg,Small bowel_terminal ileum
39755f21-a2ef-4dfa-8f0a-4f965ef01b1d.jpg,Small bowel_terminal ileum
1f5c252f-7ee8-4a81-9a7a-f6c69d48a322.jpg,Small bowel_terminal ileum
3737bcd4-6967-4596-8f67-a85f94a9d99d.jpg,Small bowel_terminal ileum
0eeb5e13-0f47-480d-b2d0-ddac50e402ab.jpg,Small bowel_terminal ileum
15455ecb-7851-4820-a175-3351a2cd511d.jpg,Small bowel_terminal ileum
03a41124-1cff-4a70-ac61-a410fc1a4a1f.jpg,Small bowel_terminal ileum
014fee16-aa1d-4d9a-b13a-1916345102cd.jpg,Small bowel_terminal ileum
09018580-ffe5-4735-8292-89a119563ca2.jpg,Small bowel_terminal ileum
0d855d55-b978-433f-8abc-d8af7002bbf0.jpg,Small bowel_terminal ileum
0b683858-0d89-4e94-bbff-74ff9ffb1131.jpg,Small bowel_terminal ileum
03c878cf-34a3-4816-bf2b-3538c487c095.jpg,Small bowel_terminal ileum
00ca34ee-7adc-4d60-909a-6ab51a1dcd0f.jpg,Small bowel_terminal ileum
2a6c6fb7-8858-41be-b672-1a7d2f4532a6.jpg,Small bowel_terminal ileum
17d03e1d-26f1-40fe-b4bb-676194ac20ac.jpg,Small bowel_terminal ileum
03883b17-2536-487c-bc74-66da3e6d1417.jpg,Small bowel_terminal ileum
28be932a-982a-4a4c-9cf4-999b544ecfc7.jpg,Small bowel_terminal ileum
3b6355ce-f1e5-4a8f-9ba1-76906eb3e210.jpg,Small bowel_terminal ileum
0e08fe11-b12f-4560-bf9b-f17ff4e7a653.jpg,Small bowel_terminal ileum
0ab69ce3-4d09-4ff8-89da-4b62c518fc79.jpg,Small bowel_terminal ileum
04216ad8-d2fb-47fd-815b-0d7d0bca8eed.jpg,Small bowel_terminal ileum
1014b212-0036-44e1-ad9c-bc82f6e0e7d9.jpg,Small bowel_terminal ileum
08d443bb-e3a6-4eb3-a1d7-def1684b2c3c.jpg,Small bowel_terminal ileum
0fbda0f1-61aa-443c-9a4e-eae4bba3b4b7.jpg,Small bowel_terminal ileum
0fe8a08c-0265-4ad2-9cd9-86bd30d312d7.jpg,Small bowel_terminal ileum
00b28d28-223c-4ff1-8c45-0b7d03cf808e.jpg,Small bowel_terminal ileum
255eaa52-9098-46c9-a252-d6d1998a467f.jpg,Small bowel_terminal ileum
2bb8e3d9-e65e-48b7-8130-149e53d5e21d.jpg,Small bowel_terminal ileum
05d58c3e-eabd-4784-81d7-3f821589115f.jpg,Small bowel_terminal ileum
06bf99ec-c88f-4ce8-b324-5ca1717b3c61.jpg,Small bowel_terminal ileum
05fdf372-16e8-4624-bb35-5efa552e261f.jpg,Small bowel_terminal ileum
2a125bf5-9945-4e60-9d56-9c826887db2c.jpg,Small bowel_terminal ileum
0febf531-2dc9-4ed0-89fe-b6a26afc92ac.jpg,Small bowel_terminal ileum
0dd04b6c-dc93-4f59-bb41-f5edc9d0395c.jpg,Small bowel_terminal ileum
0bb3f617-4f2b-4af6-b400-da3fc716f0f5.jpg,Small bowel_terminal ileum
06e63f2e-ed06-42cf-8957-a34fa78413f6.jpg,Small bowel_terminal ileum
38282084-56a7-4202-b837-dd9fc09c2c73.jpg,Small bowel_terminal ileum
03d396c6-58a0-4e5d-9801-5ad0f8f39dcd.jpg,Small bowel_terminal ileum
06d2962d-1e4e-4106-b4b6-91a9b30794ad.jpg,Small bowel_terminal ileum
31cba9e3-903c-41c8-97c9-ef18c1f6d1c4.jpg,Small bowel_terminal ileum
90961730-1488-444b-832d-3e61c9cf58bf.jpg,Small bowel_terminal ileum
01e43404-15b7-45e1-a06d-3078783f541d.jpg,Small bowel_terminal ileum
38777ed9-5229-4330-865b-6bac9b46c5eb.jpg,Small bowel_terminal ileum
0a6c4c6d-2f38-43b4-9838-4dd1e98d1ba8.jpg,Small bowel_terminal ileum
0522e23a-3580-4fb0-bd63-3ee5d55dccf4.jpg,Small bowel_terminal ileum
0261dcdd-eea0-422c-9880-9b44831deee8.jpg,Small bowel_terminal ileum
032a9c71-5dc7-440f-8463-963693b9d499.jpg,Small bowel_terminal ileum
00233ad8-a73c-49a6-a358-3f447c2a2825.jpg,Small bowel_terminal ileum
0f3b49f7-bcc4-4fe0-a3bf-940f9f3c33f4.jpg,Small bowel_terminal ileum
88103219-edef-4068-86d4-6969ca94413b.jpg,Small bowel_terminal ileum
12540c89-def0-403d-99d9-15d2efe84a2e.jpg,Small bowel_terminal ileum
0f96a74a-46cd-4ccd-a302-c730f5f8301a.jpg,Small bowel_terminal ileum
12c1f3cf-a286-47fc-8347-d784232bda7c.jpg,Small bowel_terminal ileum
0d18eeb1-027d-4cf9-bcfe-9e8a32b9c788.jpg,Small bowel_terminal ileum
14d99757-eff8-41ef-ba78-d6f8d82c796b.jpg,Small bowel_terminal ileum
34290bca-c8cd-4628-8358-a7006caf3c29.jpg,Small bowel_terminal ileum
0719e562-cf6d-4a84-b9f7-201c624de272.jpg,Small bowel_terminal ileum
0dfa4f2b-08f1-41d5-a537-78dcd6954a73.jpg,Small bowel_terminal ileum
1b196a1b-d01a-478f-ba8b-84eed839b271.jpg,Small bowel_terminal ileum
05fcd374-fe6c-4e77-bdb0-1706296f895f.jpg,Small bowel_terminal ileum
0e87bcdb-496b-4ffe-a1d3-f6d3755f1c10.jpg,Small bowel_terminal ileum
0774139a-4736-4a85-b79c-5b3bb1a62d89.jpg,Small bowel_terminal ileum
0b194160-911d-4c2d-9124-4a7529b2b614.jpg,Small bowel_terminal ileum
121601ce-4ac3-4bff-9a8e-22c96fd326bd.jpg,Small bowel_terminal ileum
07d98d1b-25eb-441a-b7c8-c6bcf908373e.jpg,Small bowel_terminal ileum
0c61630f-174e-47f7-b35d-224cb6455b5b.jpg,Small bowel_terminal ileum
005e3eb8-1f81-4029-af8f-78f8509f3bff.jpg,Small bowel_terminal ileum
1b3ca268-561a-4fc2-9778-23c7b1815265.jpg,Small bowel_terminal ileum
7dbf581f-e9f7-41ac-beca-d662729c64ec.jpg,Small bowel_terminal ileum
0cb481af-70c8-4084-8698-793d52f35f27.jpg,Small bowel_terminal ileum
15cf0abf-0e5e-4193-beb4-a250bc35d90d.jpg,Small bowel_terminal ileum
01a0bc40-e6ab-4e1e-82ab-b6c2a65d9507.jpg,Small bowel_terminal ileum
08203cfb-55cb-445b-aca7-d18a4eeb09bf.jpg,Small bowel_terminal ileum
130df9cd-7253-496f-9b59-916487ba45ff.jpg,Small bowel_terminal ileum
18f48d9c-3598-44e7-a53f-387562b74754.jpg,Small bowel_terminal ileum
1f7e82ac-25d9-4eea-b120-6a259a9bff9c.jpg,Small bowel_terminal ileum
1b8bed90-e4bb-4dea-9677-1266a1f9e056.jpg,Small bowel_terminal ileum
01383a62-c445-4d8b-a000-becd97fe49ba.jpg,Small bowel_terminal ileum
018ee161-6df5-4aeb-8575-1c048acafdb2.jpg,Small bowel_terminal ileum
04e6e7ec-ca2b-4f77-917c-90bb7b318be9.jpg,Small bowel_terminal ileum
2f15ab65-bca2-4e6a-9dde-3ab81f153cc5.jpg,Small bowel_terminal ileum
0bafc216-3f6c-442e-9882-c904b9174555.jpg,Small bowel_terminal ileum
1f6a3409-7ee0-43e2-a99b-303b433debbe.jpg,Small bowel_terminal ileum
186d7054-a994-4f09-86e7-2647d8a8724a.jpg,Small bowel_terminal ileum
359f56a5-ac95-4fb2-8425-a01463076a4d.jpg,Small bowel_terminal ileum
2ab5119e-4ab7-4c60-8410-9f1be1c3c16e.jpg,Small bowel_terminal ileum
26301737-cf14-4d19-8d86-1fec16e37562.jpg,Small bowel_terminal ileum
0a4a175d-0063-4115-af4b-77c7e209e7af.jpg,Small bowel_terminal ileum
05b2609b-583c-483d-bb72-d63b80e6b3f4.jpg,Small bowel_terminal ileum
01728d12-3f39-4600-8b08-7e37842125c7.jpg,Small bowel_terminal ileum
0c205da3-c9ee-4ff1-b9a9-15d18f3b97af.jpg,Small bowel_terminal ileum
59792830-5b03-43de-8243-46a24ae898fb.jpg,Small bowel_terminal ileum
34861925-c6bf-4d0c-87f1-d60c491cdc2b.jpg,Small bowel_terminal ileum
508807b5-f433-4baa-b6ae-d3c3f21c7abd.jpg,Small bowel_terminal ileum
0b438075-7ec4-4267-bc30-e6ddd9c67aa0.jpg,Small bowel_terminal ileum
09670637-275b-4a1f-8624-cf1595c4a31a.jpg,Small bowel_terminal ileum
48623356-563d-4433-9e51-bd6ad780c82a.jpg,Small bowel_terminal ileum
0e2d0235-4251-45bf-92fb-d9fafc1fe1b9.jpg,Small bowel_terminal ileum
009def35-97f2-473c-b907-30f2203d1181.jpg,Small bowel_terminal ileum
3660b63f-9eaa-4c99-9fa0-ba3b5e216d06.jpg,Small bowel_terminal ileum
1a7b9fd9-f42e-4eb3-9257-20cf29941142.jpg,Small bowel_terminal ileum
06ddded0-b889-46e6-93cc-8a3afd77560b.jpg,Small bowel_terminal ileum
1afcf63f-ac7e-426c-8342-5a1a593f06dc.jpg,Small bowel_terminal ileum
1aff3ac1-fd9d-4530-b165-f1c34da4e804.jpg,Small bowel_terminal ileum
0ea7d1ce-e24a-4815-9c5c-1c92e6d8e02e.jpg,Small bowel_terminal ileum
1ce4477e-90f3-4a8c-a149-db94dbebc924.jpg,Small bowel_terminal ileum
1618b512-aa98-4e9a-93f9-fa92c4606a08.jpg,Small bowel_terminal ileum
1a05993f-4ab2-44a5-9fd7-871f3410fd0b.jpg,Small bowel_terminal ileum
1113438c-d182-47c8-a0f5-489eb3b552a8.jpg,Small bowel_terminal ileum
61869470-fa8a-4dfa-ac7f-7726b9959877.jpg,Small bowel_terminal ileum
2aecc480-a457-4e56-9fb1-37392976bde5.jpg,Small bowel_terminal ileum
0fa00e0c-5286-49a8-8f38-00db4899da73.jpg,Small bowel_terminal ileum
166ebd54-43c9-4dc2-8de1-305f4e581da7.jpg,Small bowel_terminal ileum
35c1260c-db47-4ffb-8c84-9a5926fa398e.jpg,Small bowel_terminal ileum
1220b5d1-a53c-4d3d-9f0f-295df02ef9aa.jpg,Small bowel_terminal ileum
14c2ccd6-4c29-4b85-99b1-d30cd8e4c1dc.jpg,Small bowel_terminal ileum
0e8c4660-6da3-4118-8c05-c85f6de70a9f.jpg,Small bowel_terminal ileum
19893866-53f8-44c6-a8bd-8f7c7b8220e1.jpg,Small bowel_terminal ileum
0e169011-2340-434d-858e-c06eb113dbcc.jpg,Small bowel_terminal ileum
1b292729-9be7-4118-a6ab-2edf3f5b1afe.jpg,Small bowel_terminal ileum
0cc3ee62-76cb-48e0-a29b-732a336b8fe8.jpg,Small bowel_terminal ileum
001f5631-d500-422f-a15b-69376dd707f0.jpg,Small bowel_terminal ileum
0a217ba6-0be4-47c6-87c3-a644620e04f4.jpg,Small bowel_terminal ileum
25385846-6b34-4d48-a843-ff48adf77d38.jpg,Small bowel_terminal ileum
0ca7cc92-58fa-4f5e-90b9-6f32fcf4c53c.jpg,Small bowel_terminal ileum
0e5db41a-17bf-42bc-9e31-e462409158fc.jpg,Small bowel_terminal ileum
437289ad-6561-479b-ac71-2366d510f5f6.jpg,Small bowel_terminal ileum
0f328ab2-5e9d-40bf-90cc-e6ec9ba741b2.jpg,Small bowel_terminal ileum
0e030a54-6757-46a3-9226-9ba4f6f5fd5c.jpg,Small bowel_terminal ileum
00a4a74d-b11c-4760-9a23-e8b08eaae8e9.jpg,Small bowel_terminal ileum
03c4525f-03b8-4d71-a775-4097109a2423.jpg,Small bowel_terminal ileum
02e8ed5f-8a24-4fb9-aa59-56128121858b.jpg,Small bowel_terminal ileum
04cb57fd-1a8f-4d95-ae82-2a6a11241701.jpg,Small bowel_terminal ileum
06aaebf6-d633-49b3-8f04-0c9a710b37c4.jpg,Small bowel_terminal ileum
08874a4c-38de-490a-83c6-141476bca4c0.jpg,Small bowel_terminal ileum
2bec5be5-0c48-4807-b9e7-764bf78fa727.jpg,Small bowel_terminal ileum
17324d37-8c63-4b21-b3a9-f665d2997bc4.jpg,Small bowel_terminal ileum
00febf61-3613-49ec-9e9e-bf1390cf205c.jpg,Small bowel_terminal ileum
018097ee-337b-40eb-895f-1210634541df.jpg,Small bowel_terminal ileum
06f75bdf-125b-4c2d-80a8-48a6638a354b.jpg,Small bowel_terminal ileum
0e979797-39f4-446f-a0a3-771fe836170f.jpg,Small bowel_terminal ileum
02c2c29f-9ca5-463a-baa7-da03777dfe43.jpg,Small bowel_terminal ileum
0d6d6d3e-3b8d-4b14-8993-c2583966042f.jpg,Small bowel_terminal ileum
2bcf79fe-7079-4c88-8b02-b21850246228.jpg,Small bowel_terminal ileum
0e601ad6-feb3-44e7-8b80-b4ba34e09bd6.jpg,Small bowel_terminal ileum
118308e2-3a99-4ed9-9b8a-dd8c3d4c29d7.jpg,Small bowel_terminal ileum
65949798-8042-42eb-a5d4-9e3be7bf5aa0.jpg,Small bowel_terminal ileum
0ecae436-02c2-48bb-be26-17522a905e42.jpg,Small bowel_terminal ileum
195e092d-8c88-423a-add3-8774362b318e.jpg,Small bowel_terminal ileum
185db70d-6453-4b70-ae81-5c1281e9bd4c.jpg,Small bowel_terminal ileum
1b6771df-7f11-4e91-9ec0-6ed886df43f9.jpg,Small bowel_terminal ileum
28b4eee7-4680-49a0-951d-865d24dba6db.jpg,Small bowel_terminal ileum
04b0bc88-5265-4508-b143-09349cc9158e.jpg,Small bowel_terminal ileum
0641c417-3ec4-4407-b9b0-02d283091743.jpg,Small bowel_terminal ileum
0d6a0541-78e3-490c-8883-dffd82f98b9e.jpg,Small bowel_terminal ileum
0e195f3d-19d2-4861-99a2-7955f355aa1c.jpg,Small bowel_terminal ileum
196705b1-1f96-4d31-a733-1c22e3d6edfe.jpg,Small bowel_terminal ileum
1c221b22-8654-4501-a38f-60e79261f494.jpg,Small bowel_terminal ileum
8f526551-0959-442f-9084-c899a360e6ad.jpg,Small bowel_terminal ileum
06a40051-8e44-4135-b62e-1ef0cd4efbdf.jpg,Small bowel_terminal ileum
07358d65-c3fb-4729-9858-0aa3c1bb126c.jpg,Small bowel_terminal ileum
1e5df3ff-6ae4-4b92-b98d-33f73e4b670f.jpg,Small bowel_terminal ileum
189ca773-9c38-4a9d-aa6e-d7917c811700.jpg,Small bowel_terminal ileum
0dcdcc9d-4fd2-4754-8f2c-f0e0a9ef5b26.jpg,Small bowel_terminal ileum
311ed4e1-fb94-4186-8797-eb7e9f458b51.jpg,Small bowel_terminal ileum
04b9e7b8-7a1c-4522-ad0c-c5c5c8914efe.jpg,Small bowel_terminal ileum
0696163c-2415-4769-b8a0-807df7635c8c.jpg,Small bowel_terminal ileum
360ac65c-3aed-4072-a99a-2e8b1d855538.jpg,Small bowel_terminal ileum
0091d92a-3211-4015-9c35-0ac01a8bfd85.jpg,Small bowel_terminal ileum
05ea468f-483e-4004-a819-4a96681da707.jpg,Small bowel_terminal ileum
05fc596d-da97-4e72-aa49-5002b789e898.jpg,Small bowel_terminal ileum
084667a5-def6-4944-9b1d-946aaa1142e6.jpg,Small bowel_terminal ileum
0884b653-2395-4195-8622-3ed5710ea904.jpg,Small bowel_terminal ileum
0aafcbbf-94c9-43e3-86c1-4defb066d8bb.jpg,Small bowel_terminal ileum
1570a895-84d5-4ed3-8bee-c568d60c4ff1.jpg,Small bowel_terminal ileum
043ce398-fa48-453c-bdb4-65ebc15f25b7.jpg,Small bowel_terminal ileum
371f9cd1-7959-4b24-a951-b9e0fc0d0ba6.jpg,Small bowel_terminal ileum
1727e86e-686c-40df-8a8a-59e78dc37740.jpg,Small bowel_terminal ileum
19285916-d0e3-40c5-9c13-130abe34c5df.jpg,Small bowel_terminal ileum
358d46d1-983d-4a7d-ac5a-8589cddb0860.jpg,Small bowel_terminal ileum
008dc060-b7ed-4911-8fbf-07ab3d88e824.jpg,Small bowel_terminal ileum
3581fbeb-7039-4d16-aecf-5d2e5d1580f0.jpg,Small bowel_terminal ileum
150f6a7d-6410-45ad-ba69-2ffb48e0bab6.jpg,Small bowel_terminal ileum
0d024880-3226-4af7-b270-8e97bd55ac4c.jpg,Small bowel_terminal ileum
0ffca056-a6be-4e86-9d90-7bfa7581a36e.jpg,Small bowel_terminal ileum
0d4a31c1-c289-4cf8-a99f-66c4cb68a014.jpg,Small bowel_terminal ileum
